Season,Links
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510046
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510054
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510058
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400510066
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400546394
2014,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400546621
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400785455
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400786326
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400786512
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400787578
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400787769
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400788981
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400588633
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400589076
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595369
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400591567
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400591368
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400608870
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400608898
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400587822
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400588356
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595405
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595409
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400593229
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400587471
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595440
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595445
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595450
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595459
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595465
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595474
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595482
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595491
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595497
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595506
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595511
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595519
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595524
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595529
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595535
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595544
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595552
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400595557
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400784915
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400785059
2015,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400785257
2016,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400871282
2016,https://www.espn.com/mens-college-basketball/boxscore/_/gameId/400872259
